Activity,Subject,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
Walking,10,-0.045393036,-0.180393507,0.225017744,-0.051982743,-0.113565321,-0.618618164,0.011224836,0.065888427,0.187462874,0.124836266,0.015627441,-0.003941834,-0.8633906,-0.761410506,-0.908334092,-0.680192866,-0.670536637,-0.572642125,-0.826412217,-0.387011287,-0.400390559,0.200941803,0.391291782,0.562104451,0.042779657,0.022939161,-0.106118673,-0.189686224,-0.140255107,-0.345488032,-0.055739066,0.041394274,-0.092670186,-0.127293799,-0.393964627,-0.474956521,-0.49952941,-0.586537463,-0.003731148,0.046048208,-0.305163434,-0.371683936,-0.497133752,-0.450056694,-0.523192823,-0.545635145,-0.653470696,-0.75411384,-0.719645683,-0.830768257,-0.716234369,-0.85094121,-0.96330452,-0.937976559,-0.959776447,-0.93851443,-0.952272222,-0.934248836,-0.958975632,-0.949613911,-0.926454564,-0.889283206,-0.578715494,-0.574861403,-0.526288543,-0.656306337
Walking Upstairs,10,-0.358391719,0.1609008,0.191653846,-0.088957493,-0.041309018,-0.558724293,0.124043669,0.011151949,-0.065269616,-0.08423873,0.12303989,-0.016875224,-0.885644123,-0.75991583,-0.721762642,-0.69728166,-0.549792621,-0.397820686,-0.386810799,-0.119927127,-0.078047149,0.278015866,-0.177012242,-0.013734164,-0.185510417,-0.211364116,-0.278797939,-0.366011059,-0.548569992,-0.415667052,0.039704939,0.109973221,-0.381253515,-0.465606917,-0.053596197,-0.331336113,-0.462377996,-0.25524883,-0.029856994,0.087441232,-0.515903179,-0.455270914,-0.420781777,-0.482968927,-0.453010037,-0.381771428,-0.757499254,-0.710375121,-0.656319529,-0.646842948,-0.50451915,-0.670131484,-0.888202571,-0.903076114,-0.908210217,-0.896427967,-0.873224467,-0.908707984,-0.910872877,-0.915664109,-0.904969902,-0.873233503,-0.550864782,-0.465271161,-0.837201087,-0.76453656
Walking downstairs,10,-0.156250857,-0.003524169,0.273334332,0.003508854,-0.052854125,-0.510195784,0.021118578,0.037623458,0.110558804,0.000758889,0.015725618,-0.000724615,-0.773475865,-0.955115589,-0.897980337,-0.829137898,-0.738510918,-0.651647872,-0.644561594,-0.534231371,-0.14458459,0.040331006,0.519192095,0.18689856,-0.090904625,0.030086435,-0.124014804,-0.150614745,-0.228900491,-0.424990438,0.129615942,-0.029385137,0.032704136,-0.058979624,-0.584348738,-0.423164114,-0.415699468,-0.543109443,0.041066664,0.012416021,-0.285605064,-0.416165164,-0.421330166,-0.313159741,-0.450935725,-0.343877756,-0.720670856,-0.744858205,-0.690317761,-0.67588177,-0.726694157,-0.705656179,-0.914235731,-0.90794589,-0.918089483,-0.904116548,-0.889453592,-0.937828073,-0.959776981,-0.926165174,-0.915428041,-0.926744594,-0.60254201,-0.63641885,-0.692971538,-0.552514105
Sitting,10,-0.202409506,-0.1287085,0.158562133,0.028685432,-0.119818163,-0.564560076,0.039812712,0.103867944,-0.012758858,0.038533087,-0.025211539,-0.001986168,-0.880163448,-0.86623031,-0.734670058,-0.843495383,-0.687206249,-0.427497888,-0.435808136,-0.50490912,-0.219650834,-0.028222518,0.35915236,0.137339384,0.033575288,0.037335088,-0.030240393,-0.179086183,-0.117925377,-0.140805421,-0.065876709,0.000295462,0.051116381,-0.06293014,-0.437086352,-0.466814822,-0.473096351,-0.518003236,0.147278297,0.023379416,-0.144042335,-0.261115565,-0.438307228,-0.428469309,-0.496513258,-0.436131636,-0.647992451,-0.455191916,-0.65704608,-0.659669713,-0.618478914,-0.667815567,-0.888312671,-0.884473602,-0.897619407,-0.910781122,-0.902572532,-0.905416054,-0.842924862,-0.906748842,-0.875611963,-0.879180773,-0.696496603,-0.725868497,-0.531468781,-0.588450392
Standing,10,-0.3150272,-0.202624444,-0.034682007,-0.223011957,-0.20828201,-0.220010885,0.059352473,0.15350699,-0.040624961,0.068065514,0.034567212,-0.034870463,-0.439758451,-0.774949682,-0.780160347,-0.818955657,-0.884428386,-0.760361201,-0.490164435,-0.405844412,-0.463357722,-0.361430502,-0.551075163,-0.04116903,-0.13595385,0.041895015,-0.099708014,0.208025646,-0.204060946,-0.048850333,0.002894047,0.121394199,0.025900754,0.050516329,-0.397904633,-0.462127485,0.166801585,-0.231996529,0.3619896,0.148326469,-0.020235353,-0.049956225,0.008867211,0.05323694,0.021212623,-0.015865783,-0.537931563,-0.335394748,-0.515730186,-0.272477567,-0.31771223,-0.335380953,-0.759569198,-0.782901071,-0.770898328,-0.804760987,-0.779125932,-0.783029614,-0.81297164,-0.811079373,-0.902848377,-0.894312545,-0.662925813,-0.678853557,-0.600973025,-0.513874594
Laying,10,0.028893328,-0.260905133,0.151037444,-0.076139056,-0.147408747,-0.706877174,-0.023714953,0.087907015,0.04113461,-0.001619828,0.043706917,-0.02521339,-0.882168718,-0.844332901,-0.69783684,-0.79029957,-0.767059049,-0.705804825,-0.745686555,-0.655377927,-0.343353347,0.056695513,0.533031635,0.583738815,-0.002371994,-0.012636619,0.128639512,0.019552985,-0.151671974,-0.239930633,-0.076953856,-0.095896127,-0.160690343,0.059180047,-0.56609385,-0.257426674,-0.610735759,-0.491312224,-0.009485793,0.001099167,-0.293206956,-0.410091972,-0.646427359,-0.470497978,-0.556899258,-0.659053629,-0.708337354,-0.710052466,-0.590514421,-0.661927713,-0.697086981,-0.719354312,-0.909297444,-0.864821336,-0.903236462,-0.895011556,-0.897967026,-0.914074873,-0.868378041,-0.896518268,-0.930750202,-0.902698989,-0.693449629,-0.620189129,-0.671293178,-0.6179976
Walking,11,-0.355376732,-0.371627163,0.107551681,-0.078332944,-0.077381677,-0.559228304,0.080109255,-0.012048787,-0.073857085,0.055101889,-0.036090806,0.089336966,-0.631134849,-0.5935119,-0.618151138,-0.607162861,-0.688776048,-0.612602124,-0.597717597,-0.332645818,-0.26243152,-0.087536604,-0.092544178,-0.202427388,0.025128729,0.035910024,-0.153456532,-0.072613507,-0.223637225,-0.224051,-0.043820648,-0.026818066,-0.19989075,-0.282204543,-0.265669523,-0.13057322,-0.253952587,-0.260702072,-0.061481431,-0.043802105,-0.306559079,-0.347769049,-0.382688849,-0.236335054,-0.389019519,-0.374993607,-0.526917685,-0.619695481,-0.632117562,-0.639979879,-0.588840873,-0.627823316,-0.887263792,-0.869418738,-0.863421857,-0.837606692,-0.823778522,-0.84332727,-0.895295516,-0.898144439,-0.857846727,-0.854270002,-0.725238564,-0.714299606,-0.621964661,-0.676813582
Walking Upstairs,11,-0.499622681,-0.315391728,-0.012175114,-0.201759164,-0.176251777,-0.496425275,-0.042197073,-0.063172971,-0.164438259,0.037239494,-0.036764252,-0.127508909,-0.394659347,-0.39222688,-0.410592566,-0.538878351,-0.600986176,-0.270538088,-0.04252687,-0.033461703,-0.014679907,0.133986237,0.217316652,0.078126644,0.024510733,0.026008482,-0.11943437,-0.012876576,-0.315558227,-0.246172044,0.045369241,-0.117881436,-0.198344716,-0.204795344,-0.256374058,-0.062142909,-0.354067391,-0.221911657,0.109091732,0.189649581,-0.259183036,-0.279907034,-0.357279585,-0.366124703,-0.451658429,-0.367994401,-0.636609184,-0.546937276,-0.567453761,-0.534884861,-0.502534961,-0.549780394,-0.737575316,-0.661989646,-0.734228283,-0.704529319,-0.769162154,-0.548508329,-0.806471088,-0.784448388,-0.647391627,-0.652792359,-0.578854027,-0.445258808,-0.545041031,-0.509803613
Walking downstairs,11,-0.19682795,-0.409965072,0.126105715,-0.149477815,-0.174324115,-0.648323531,-0.185300647,-0.131120236,0.014814392,0.003956706,-0.133300238,0.009366368,-0.331254765,-0.406232507,-0.521487363,-0.645994094,-0.55211175,-0.315179297,-0.431359026,-0.226431277,-0.199192422,-0.029797726,0.241108992,0.156255816,0.111559943,0.024983617,-0.035362948,0.05343982,-0.018424174,-0.239518443,0.016074304,0.034528055,-0.102212356,-0.033644983,-0.553992446,-0.327531377,-0.643706771,-0.581995627,0.07776872,-0.101441321,-0.107171443,-0.102015857,-0.179235223,-0.319060609,-0.396925052,-0.424074693,-0.39229366,-0.301862751,-0.501980544,-0.588785509,-0.56555259,-0.629778455,-0.718509947,-0.738799539,-0.824436617,-0.705059568,-0.822877591,-0.702341709,-0.759955436,-0.869772789,-0.819682139,-0.758132691,-0.832038477,-0.644987263,-0.279507554,-0.390955255
Sitting,11,-0.30247984,-0.297862599,0.111767645,-0.096197544,-0.190716279,-0.551356223,-0.000470331,-0.037197758,-0.086257314,0.086602115,-0.045937344,0.103245822,-0.767859783,-0.861177566,-0.837556377,-0.745503301,-0.628799817,-0.466513621,-0.463892523,0.028068228,0.088304554,0.251911919,0.060318603,0.30059298,0.072295765,0.121548851,0.01115346,-0.131958025,-0.02719846,-0.150200587,0.040919281,-0.021736413,-0.188074412,-0.150692668,-0.553213359,-0.307217981,-0.51245417,-0.473653932,0.043414537,0.287147481,-0.008280299,-0.163397237,-0.110603712,-0.250519804,-0.378884904,-0.346014249,-0.278657296,-0.318225059,-0.438838138,-0.534752837,-0.678415816,-0.533876564,-0.833008394,-0.784002997,-0.847487292,-0.897529868,-0.887660541,-0.839357098,-0.822566085,-0.822987765,-0.881120621,-0.811044095,-0.816762675,-0.797000593,-0.417868757,-0.465466611
Standing,11,-0.281221653,-0.369064261,0.141099897,-0.125967423,-0.124690266,-0.529802609,-0.063789842,0.048241377,-0.16093076,-0.034358579,-0.00467417,-0.092138579,-0.789701106,-0.699633757,-0.745347883,-0.525148677,-0.38269338,-0.415285684,-0.477777009,-0.115579279,-0.062450131,0.164115491,0.135802552,0.106954692,0.100390325,-0.036383921,-0.063249562,-0.200502157,-0.143194041,-0.27779618,-0.004260026,-0.022525042,-0.126951797,-0.280751829,-0.295463049,-0.375030124,-0.477154313,-0.317318906,0.145951321,0.135194062,-0.033533082,-0.147636051,-0.295156014,-0.290869346,-0.371634775,-0.563540505,-0.482702087,-0.53109424,-0.646762348,-0.59538209,-0.64666189,-0.522223472,-0.792290083,-0.788347912,-0.810506013,-0.859806345,-0.731915073,-0.882483729,-0.88210459,-0.817899479,-0.865978444,-0.864610252,-0.547484612,-0.53277748,-0.581524823,-0.530816694
Laying,11,-0.296967045,-0.329299857,0.213732961,-0.136502728,-0.14394384,-0.667674831,0.14217966,-0.04808397,-0.133921992,0.102963545,0.005247742,0.003304007,-0.772469289,-0.69923512,-0.651304525,-0.590808848,-0.55229324,-0.45047473,-0.161509934,-0.220432805,0.25839015,0.327645862,0.217354358,-0.053760098,0.059795796,0.045858969,-0.268617999,-0.229869521,-0.376497585,-0.450017496,0.024562081,0.052510616,-0.268278903,-0.344957633,-0.304504253,-0.173766595,-0.448235374,-0.547796874,0.028363445,-0.055350235,-0.322389733,-0.526991442,-0.461137688,-0.417233984,-0.571792563,-0.438167806,-0.698082743,-0.677124777,-0.623641639,-0.701867863,-0.684174881,-0.678778371,-0.896342634,-0.86547907,-0.9074767,-0.883932228,-0.879339911,-0.884691875,-0.895189994,-0.894500765,-0.887653007,-0.882814525,-0.71143815,-0.667622824,-0.642944945,-0.748084082
Walking,12,-0.201684434,-0.150144004,0.106368288,-0.14423897,-0.215458336,-0.276604107,-0.053258504,-0.15717396,0.03034451,0.120667981,-0.016344847,-0.092790675,-0.257396718,-0.355527845,-0.688472111,-0.53991624,-0.585627475,-0.742464541,-0.128127746,-0.236854119,-0.151053951,-0.234215216,-0.245294093,-0.251552028,0.080603155,0.069275926,0.077559262,0.190295605,-0.02748594,-0.088387555,-0.032402632,-0.069030824,-0.096757703,0.184232812,-0.110156025,-0.20422642,-0.10640333,-0.154079367,-0.115740513,-0.192954637,0.170804044,0.005955769,-0.065778382,0.036657343,0.131971371,-0.094380959,-0.228950311,-0.257947297,-0.319685405,-0.27181273,-0.357888851,-0.221854563,-0.427339942,-0.511462458,-0.394479567,-0.638276397,-0.5354499,-0.489230102,-0.58561582,-0.489492161,-0.616085643,-0.640456043,-0.584327051,-0.540860306,-0.719107681,-0.613758377
Walking Upstairs,12,-0.300128964,-0.217947578,-0.0193544,-0.049582171,-0.108700561,-0.177527918,-0.026421614,-0.21165904,-0.147396476,-0.002408715,-0.125930294,-0.17377377,-0.011976058,-0.206274069,-0.201220004,-0.303669132,-0.839750123,-0.611294094,-0.108642115,-0.25673489,-0.224916056,-0.217744531,-0.194971143,-0.097063576,-0.141502243,-0.002259622,0.065459337,-0.056344671,0.018079332,0.04632315,-0.222734733,-0.109900492,0.070406861,0.024101234,-0.326057002,-0.242097652,-0.148715322,-0.226285947,0.06813393,-0.039314682,0.194691817,0.070492646,0.129005655,0.01750115,0.084574537,-0.034033956,-0.343751814,-0.230234926,-0.07831566,-0.145664668,-0.104701131,-0.118269215,-0.300975927,-0.59476176,-0.486243761,-0.632771963,-0.533681272,-0.529489806,-0.517502367,-0.440903759,-0.592314472,-0.491306752,-0.38802472,-0.486623267,-0.470943074,-0.474480885
Walking downstairs,12,-0.327645977,-0.255257657,0.016677636,-0.163303167,-0.096725619,-0.154217774,-0.09417591,-0.017833684,0.177243332,0.11591679,-0.02947129,-0.134444428,-0.425034719,-0.411660726,-0.616491348,-0.903603908,-0.881373297,-0.88154681,-0.281201252,-0.448657423,-0.328513548,-0.457412478,-0.55190173,-0.323263748,-0.065254961,0.143025083,-0.192534112,0.084255143,-0.020874802,-0.008078923,-0.017023936,0.093005957,-0.06883871,0.126833429,-0.311557665,-0.36373712,-0.132984191,-0.02278222,0.077830879,0.219810313,0.062598651,-0.046007193,-0.040426508,0.073592222,-0.080015623,-0.041594297,-0.414665997,-0.377637783,-0.398588213,-0.347070117,-0.41115719,-0.216357355,-0.670459702,-0.654637274,-0.718471114,-0.749814803,-0.710798556,-0.682689388,-0.790178255,-0.818633738,-0.751742155,-0.676045025,-0.492730058,-0.554024082,-0.504065099,-0.454904075
Sitting,12,-0.186372013,-0.13668191,0.142219573,-0.048690517,-0.123810913,-0.489025788,0.058296309,0.098886382,0.099326521,0.077327552,0.074755965,0.13920665,-0.599119189,-0.762288365,-0.810012951,-0.768200247,-0.833726509,-0.756059422,-0.707516621,-0.734886821,-0.681776701,-0.280939569,-0.213286178,0.408297495,0.107468814,0.004164247,0.042616132,0.036395614,0.00166937,-0.045153155,0.06980864,0.046581214,0.107209031,0.087073258,-0.67027497,-0.787532102,-0.581837248,-0.603849396,0.152680648,0.110987487,0.092850325,-0.037452162,-0.026245646,-0.068244246,-0.053672663,-0.19247435,-0.375936541,-0.246316938,-0.25015854,-0.398365921,-0.447163906,-0.58097993,-0.92554881,-0.902478378,-0.928330358,-0.906415431,-0.940394994,-0.92131407,-0.928307849,-0.931198767,-0.915343206,-0.926263296,-0.780358145,-0.756509836,-0.477709967,-0.299319418
Standing,12,0.0821269,NA,0.27919107,-0.022978204,-0.09513144,-0.855425145,0.180049497,-0.029190291,-0.040072512,0.188687997,0.068907904,-0.0014664,-0.702827211,-0.787056456,-0.726288215,-0.521746416,-0.465833716,-0.356544169,-0.486073494,-0.11067823,-0.130562824,-0.008672787,-0.421001681,-0.48944232,-0.13804078,-0.378993713,-0.469329803,-0.41333104,-0.528611231,-0.516059965,0.033335689,0.059611558,-0.295705929,-0.406772491,-0.519652117,-0.489703636,-0.664500608,-0.449204119,0.009113825,0.09499828,-0.489982829,-0.587086408,-0.532615049,-0.630212566,-0.539221174,-0.516365898,-0.68369597,-0.804539408,-0.730655843,-0.807264254,-0.785133026,-0.89328261,-0.958693973,-0.968541289,-0.975278941,-0.97830672,-0.958933678,-0.957201086,-0.943474339,-0.969657123,-0.926986233,-0.91062792,-0.750523297,-0.695518433,-0.630815051,-0.64162236
Laying,12,-0.302588968,-0.304209752,0.126991631,-0.03374514,-0.180211531,-0.596000174,0.08503214,0.101263601,0.063066858,0.117660619,0.211025293,0.073525206,-0.619729189,-0.641950748,-0.639133436,-0.630302402,-0.49919013,-0.429408103,-0.346860922,-0.019877139,0.125898235,0.245295882,0.14987108,0.04898827,0.00511389,0.079120947,0.096714915,-0.015589124,-0.033913641,-0.127162118,0.064644,0.114303807,-0.07285838,0.034468914,-0.430086525,-0.414180957,-0.637810291,-0.446975103,0.061955184,0.109010273,0.00643196,-0.082464968,-0.086547089,-0.254441098,-0.290066685,-0.310275174,-0.568596377,-0.564690627,-0.518844987,-0.534160183,-0.667304091,-0.570803123,-0.910798813,-0.903410999,-0.835619997,-0.865348919,-0.869252139,-0.883380888,-0.892433051,-0.862048289,-0.88951662,-0.862375164,-0.753386798,-0.781335693,-0.464078971,-0.433661923
Walking,13,-0.452617387,-0.452247154,0.115905648,-0.093421118,-0.199320356,-0.637651283,0.200741896,0.012992306,-0.07200884,0.178810485,0.100116856,-0.035570726,-0.594701298,-0.648132699,-0.665606158,-0.730462597,-0.745999618,-0.579391187,-0.684905653,-0.63428071,-0.509484028,-0.276024055,-0.16751888,0.224462416,0.034822117,0.11509119,-0.031359296,-0.171186128,-0.167226045,-0.165614609,0.020969577,-0.08342967,-0.167680079,-0.163309566,-0.476541768,-0.496458335,-0.645169393,-0.459330669,-0.061516768,0.033563742,-0.291906195,-0.06134347,-0.238352281,-0.039072833,-0.209770938,-0.26648149,-0.527022396,-0.442926119,-0.445872657,-0.461023003,-0.44698404,-0.648879365,-0.908527348,-0.892007733,-0.910808961,-0.920771123,-0.907692712,-0.906650678,-0.920094609,-0.920689829,-0.894570623,-0.924695922,-0.87485176,-0.863865678,-0.637925016,-0.522034051
Walking Upstairs,13,-0.454557444,-0.542003322,0.140521847,-0.057743204,-0.150620188,-0.610553808,0.124725593,0.073057557,0.057702561,0.075655533,0.059812283,-0.033518406,-0.52777754,-0.722317486,-0.759026914,-0.710178858,-0.655911103,-0.537868481,-0.592518123,-0.44058198,-0.37365872,-0.245190269,-0.18471782,-0.022381458,0.121223848,0.070693589,0.037220828,-0.099104067,-0.069041147,-0.194968642,-0.072353161,0.084002237,-0.000227373,-0.169294764,-0.552237876,-0.528563849,-0.599617788,-0.545175367,-0.109329343,-0.001613704,-0.25716253,-0.195220493,-0.338296379,-0.428748411,-0.409118054,-0.492896834,-0.665920262,-0.689544013,-0.64325082,-0.662853711,-0.669873254,-0.685961306,-0.923592801,-0.909448025,-0.918174287,-0.911417873,-0.907022274,-0.896085772,-0.913792534,-0.872586618,-0.913811342,-0.91420822,-0.753215031,-0.686711109,-0.637223533,-0.624720124
Walking downstairs,13,1,0.072529295,0.251693196,-0.017672073,-0.098799863,-0.947370912,0.082317343,0.113333036,0.058776943,0.097047286,0.176841814,-0.068532111,-0.869608255,-0.839257341,-0.608757089,-0.490046539,-0.163361161,-0.096512838,-0.157281443,-0.030261438,0.175054187,0.272612699,0.133244171,-0.169036632,0.003485432,-0.023705583,-0.16456617,-0.144631418,-0.388591499,-0.44209732,-0.079737013,0.000782841,-0.057192592,-0.157895627,-0.506801494,-0.288337334,-0.60327761,-0.644532708,0.028280067,0.14923929,-0.271529966,-0.380880769,-0.347399087,-0.564955257,-0.463598014,-0.736577101,-0.630467828,-0.681980318,-0.839918851,-0.82685304,-0.94199168,-0.910163852,-0.993321863,-0.991273226,-0.991500348,-0.991262261,-0.989945841,-0.98948684,-0.994108003,-0.99361861,-0.972446199,-0.963686956,-0.834832409,-0.830784679,-0.563209357,-0.547457088
Sitting,13,-0.251535029,-0.029375043,-0.007018263,-0.179459299,-0.191538783,-0.160550873,-0.005217976,-0.203130956,-0.196935014,-0.065391216,-0.014661276,-0.095115712,-0.07197006,-0.060345396,-0.174982629,-0.382896212,-0.493041018,-0.459350565,-0.169639526,-0.318577644,-0.207911471,-0.222639267,-0.185442574,-0.120429597,0.069558955,-0.079473616,-0.06758184,-0.001469659,-0.152059562,-0.060920186,-0.008104733,-0.080837228,0.06700857,-0.14823303,-0.165648451,-0.137414059,-0.196446638,-0.189201852,0.021492017,0.145751977,0.014333091,0.203142156,0.065969281,0.127664081,0.04550681,-0.025340594,-0.075888332,-0.190562157,-0.154608251,-0.150547787,-0.322002174,-0.35243409,-0.590628319,-0.406856832,-0.489598302,-0.464981646,-0.597895788,-0.545668479,-0.466722356,-0.413093147,-0.601247105,-0.539009426,-0.636415338,-0.543463717,-0.513270376,-0.573851913
Standing,13,-0.231124294,-0.261511575,-0.054466528,-0.151574969,-0.155438087,-0.1538028,-0.144937384,-0.107353731,-0.031166148,0.021447059,-0.008234025,0.002639329,0.042974386,0.11947109,-0.41302836,-0.515830444,-0.934511768,-0.781834415,-0.153325875,-0.170952373,-0.143864564,-0.13918111,-0.156992082,-0.306798512,0.141000543,0.157573494,0.126527151,0.081440948,0.10373871,0.091455251,-0.238663135,-0.102152531,-0.039362629,-0.005385783,0.048265439,-0.018627646,-0.456567386,-0.25167803,-0.511762416,-0.396875162,0.120066705,0.049717673,0.005990446,0.071616691,0.051675694,-0.031523315,-0.025074522,-0.1556393,-0.139336614,-0.234080958,-0.32425775,-0.251572579,-0.592322347,-0.631159886,-0.549388005,-0.55575631,-0.543243148,-0.5816495,-0.409681116,-0.483913017,-0.586278357,-0.614558184,-0.731614737,-0.679413608,-0.572745755,-0.563131962
Laying,13,-0.388378485,-0.290789633,0.064477203,-0.182640933,-0.084354925,-0.384465239,0.059299315,-0.107679899,0.075450113,0.001565412,-0.052859828,-0.045462667,-0.564081009,-0.544020127,-0.623717463,-0.701860991,-0.655403291,-0.746933436,-0.611739076,-0.681619898,-0.462607161,-0.373297777,-0.192586452,0.070556305,-0.010528433,-0.004214195,-0.10818868,-0.025783041,-0.119486187,-0.190435663,-0.032078368,-0.138224291,-0.007798817,-0.013826636,-0.438848843,-0.321283439,-0.521584808,-0.532166835,-0.019429156,-0.059591045,0.009199162,-0.261427223,-0.25045427,-0.310257417,-0.338538038,-0.307251675,-0.482779079,-0.510519294,-0.605422863,-0.54975556,-0.598834352,-0.538038459,-0.822413956,-0.906665436,-0.846330718,-0.846266652,-0.857445393,-0.858706664,-0.862355919,-0.793372081,-0.880060907,-0.870648093,-0.719339167,-0.694700152,-0.583253754,-0.577835883
Walking,14,-0.161737281,-0.072779786,0.14805159,-0.107358281,-0.101797304,-0.109690029,0.0834952,-0.057625434,-0.025167866,0.014373013,-0.079917438,-0.108078898,-0.704041428,-0.103384361,-0.566981749,-0.69826458,-0.756151365,-0.787863842,-0.205449173,-0.141109816,-0.100927062,-0.014897605,0.113143336,-0.128869165,0.074597064,0.064687615,-0.113907516,-0.01413723,-0.146400707,-0.259960601,-0.088586013,0.150523575,0.070968849,-0.083441462,-0.291327667,-0.212100935,-0.292467885,-0.328972994,-0.21863876,-0.040424507,0.186836289,0.039392732,0.112163871,0.076380798,-0.069228474,0.03263189,-0.01806847,-0.09823411,-0.002346473,-0.142641636,-0.091336497,-0.178146262,-0.629781812,-0.70257053,-0.673571857,-0.733514898,-0.654528115,-0.689271372,-0.515512237,-0.606579096,-0.701665747,-0.582402431,-0.710869659,-0.626390922,-0.54185941,-0.462347461
Walking Upstairs,14,-0.085762428,-0.075561114,0.150387467,-0.194367761,-0.07837427,-0.375881787,-0.183758108,0.036098289,-0.053339935,-0.15918776,-0.087106952,-0.022091965,-0.661801923,-0.717783783,-0.684821928,-0.770616813,-0.656797323,-0.614580561,-0.525258068,-0.489904436,-0.237290138,-0.168994069,0.023480439,0.129167294,-0.094630096,-0.007149897,-0.139161579,-0.182287567,-0.151323671,-0.247939523,-0.049832028,-0.058126959,-0.19838465,-0.119619129,-0.207881349,-0.185423779,-0.314951493,-0.323267442,0.002043754,-0.029247362,-0.28912554,-0.241317547,-0.339101513,-0.40328129,-0.310119491,-0.244210121,-0.62381364,-0.446475903,-0.505726834,-0.44249577,-0.400179141,-0.516880931,-0.745477447,-0.707113343,-0.74217696,-0.760248052,-0.767698555,-0.772932835,-0.721660373,-0.714096302,-0.751876652,-0.802563721,-0.628942495,-0.621222163,-0.745341305,-0.708717642
Walking downstairs,14,-0.12733068,-0.190903877,0.090862513,-0.049885225,-0.075368219,-0.187881101,0.083424394,-0.062028145,-0.082343533,0.097524078,-0.084268706,-0.008439264,-0.49090043,-0.569744808,-0.418760007,-0.525671012,-0.603177738,-0.747641153,-0.3930013,-0.411589904,-0.128466158,-0.054168693,0.196155866,0.052044506,0.127365276,-0.013620389,-0.006735354,-0.008993893,-0.126062629,-0.043953967,-0.121712425,-0.015666115,0.024291454,0.070737363,-0.41572175,-0.407225079,-0.54577455,-0.54729305,-0.134920898,-0.204005888,-0.00093644,0.092868859,0.154507406,0.106597398,-0.078369905,0.125651209,-0.294586835,-0.455140362,-0.264936974,0.062104603,0.204897108,-0.055145586,-0.654138214,-0.711494182,-0.70727624,-0.705437747,-0.76877287,-0.764801744,-0.685354874,-0.777611269,-0.810244269,-0.68569124,-0.603083881,-0.655482845,-0.494573458,-0.39751755
Sitting,14,-0.336247961,-0.242996882,0.1547926,0.006078381,-0.120609323,-0.510331324,0.059285178,-0.011318546,0.011211546,0.127990876,0.060416194,0.00166032,-0.802373599,-0.858891762,-0.866863167,-0.851425194,-0.754677191,-0.69943774,-0.734652621,-0.554279927,-0.330963608,-0.081654513,0.161809094,0.313521493,-0.069404044,-0.030517757,0.094277643,0.015594016,-0.149008515,-0.188977656,0.006475677,0.071732981,0.002224286,-0.163522916,-0.688643559,-0.520990368,-0.709397853,-0.638332805,0.059553266,0.0907589,-0.054879218,-0.358363922,-0.467358565,-0.570166187,-0.47780649,-0.601191531,-0.661864788,-0.660407928,-0.643741089,-0.750774956,-0.665168626,-0.731951258,-0.906972445,-0.91400706,-0.940394291,-0.921967656,-0.896571328,-0.909098135,-0.930023126,-0.912402224,-0.869383239,-0.890431915,-0.768385964,-0.783223779,-0.25187707,-0.319763609
